region,date,iHosp,iICU,inHosp,inICU
GES,2020-12-26,91,25,1747,292
GES,2020-12-27,113,19,1791,305
GES,2020-12-28,155,22,1811,299
GES,2020-12-29,161,21,1816,300
GES,2020-12-30,175,25,1805,302
GES,2020-12-31,134,26,1766,295
GES,2021-01-01,100,18,1796,301
GES,2021-01-02,108,20,1845,306
GES,2021-01-03,124,17,1918,312
GES,2021-01-04,154,19,1913,301
GES,2021-01-05,195,20,1929,292
GES,2021-01-06,151,25,1876,300
GES,2021-01-07,145,22,1865,312
GES,2021-01-08,161,20,1843,307
GES,2021-01-09,125,19,1888,313
GES,2021-01-10,84,23,1917,320
GES,2021-01-11,123,20,1861,309
GES,2021-01-12,155,31,1841,319
GES,2021-01-13,155,23,1828,316
GES,2021-01-14,160,24,1806,309
GES,2021-01-15,133,24,1787,311
GES,2021-01-16,117,26,1806,321
GES,2021-01-17,74,18,1827,326
GES,2021-01-18,141,21,1795,324
GES,2021-01-19,173,30,1783,319
GES,2021-01-20,137,26,1762,320
GES,2021-01-21,160,32,1742,322
GES,2021-01-22,143,22,1705,320
GES,2021-01-23,120,27,1735,332
GES,2021-01-24,105,19,1786,343
GES,2021-01-25,134,20,1777,338
GES,2021-01-26,152,30,1724,325
GES,2021-01-27,128,18,1683,321
GES,2021-01-28,147,21,1658,323
GES,2021-01-29,149,28,1623,327
GES,2021-01-30,117,29,1653,339
GES,2021-01-31,99,17,1692,346
GES,2021-02-01,156,17,1700,339
GES,2021-02-02,139,17,1675,326
GES,2021-02-03,128,20,1670,306
GES,2021-02-04,122,21,1615,310
GES,2021-02-05,117,20,1576,307
GES,2021-02-06,109,29,1599,324
GES,2021-02-07,82,14,1635,324
GES,2021-02-08,133,30,1607,325
GES,2021-02-09,156,23,1617,318
GES,2021-02-10,108,17,1569,310
GES,2021-02-11,100,20,1530,301
GES,2021-02-12,120,24,1497,306
GES,2021-02-13,64,18,1486,309
GES,2021-02-14,77,13,1521,309
GES,2021-02-15,106,25,1466,313
GES,2021-02-16,106,16,1431,310
GES,2021-02-17,98,24,1372,313
GES,2021-02-18,104,18,1348,307
GES,2021-02-19,112,13,1322,291
GES,2021-02-20,116,28,1360,304
GES,2021-02-21,67,19,1372,314
GES,2021-02-22,101,28,1324,313
GES,2021-02-23,99,10,1328,300
GES,2021-02-24,109,21,1301,300
GES,2021-02-25,110,17,1303,291
GES,2021-02-26,122,28,1281,298
GES,2021-02-27,84,15,1307,297
GES,2021-02-28,68,15,1325,306
GES,2021-03-01,110,24,1314,296
GES,2021-03-02,116,16,1305,295
GES,2021-03-03,106,22,1285,305
GES,2021-03-04,100,19,1258,308
GES,2021-03-05,115,20,1253,307
GES,2021-03-06,65,19,1242,314
GES,2021-03-07,90,23,1287,329
GES,2021-03-08,108,28,1252,331
GES,2021-03-09,104,16,1238,319
GES,2021-03-10,110,29,1201,325
GES,2021-03-11,101,28,1190,329
GES,2021-03-12,97,24,1172,336
GES,2021-03-13,107,23,1203,343
GES,2021-03-14,108,24,1271,353
GES,2021-03-15,145,20,1280,348
GES,2021-03-16,128,35,1283,359
GES,2021-03-17,133,34,1282,365
GES,2021-03-18,137,37,1289,369
GES,2021-03-19,146,28,1277,377
GES,2021-03-20,101,22,1316,386
GES,2021-03-21,93,19,1370,392
GES,2021-03-22,147,30,1380,386
GES,2021-03-23,151,34,1394,397
GES,2021-03-24,127,30,1384,399
GES,2021-03-25,126,37,1362,412
GES,2021-03-26,156,24,1349,412
GES,2021-03-27,119,27,1383,419
GES,2021-03-28,112,24,1436,434
GES,2021-03-29,173,46,1454,436
GES,2021-03-30,130,39,1392,445
GES,2021-03-31,170,37,1396,440
GES,2021-04-01,163,30,1380,438
GES,2021-04-02,148,27,1408,445
GES,2021-04-03,144,37,1446,457
GES,2021-04-04,133,32,1506,469
GES,2021-04-05,142,37,1569,485
GES,2021-04-06,151,38,1549,485
GES,2021-04-07,156,37,1519,471
GES,2021-04-08,151,34,1484,471
GES,2021-04-09,154,39,1433,483
GES,2021-04-10,140,26,1477,492
GES,2021-04-11,136,32,1558,503
GES,2021-04-12,187,39,1536,497
GES,2021-04-13,155,39,1514,492
GES,2021-04-14,151,36,1506,486
GES,2021-04-15,132,32,1489,478
GES,2021-04-16,143,34,1459,478
GES,2021-04-17,108,27,1475,477
GES,2021-04-18,94,27,1494,488
GES,2021-04-19,167,50,1469,487
GES,2021-04-20,143,31,1433,494
GES,2021-04-21,141,32,1426,491
GES,2021-04-22,120,31,1393,483
GES,2021-04-23,141,27,1369,478
GES,2021-04-24,103,33,1370,493
GES,2021-04-25,94,17,1422,490
GES,2021-04-26,132,27,1385,480
GES,2021-04-27,115,35,1321,489
GES,2021-04-28,116,27,1272,481
GES,2021-04-29,98,18,1254,466
GES,2021-04-30,103,20,1191,450
GES,2021-05-01,89,13,1225,448
GES,2021-05-02,68,16,1258,447
GES,2021-05-03,102,31,1185,447
GES,2021-05-04,90,19,1132,433
GES,2021-05-05,81,22,1058,427
GES,2021-05-06,83,14,1018,411
GES,2021-05-07,73,12,951,407
GES,2021-05-08,79,19,958,411
GES,2021-05-09,46,10,972,400
GES,2021-05-10,75,14,917,382
GES,2021-05-11,51,16,853,370
GES,2021-05-12,51,10,809,361
GES,2021-05-13,40,9,802,357
GES,2021-05-14,51,11,745,346
GES,2021-05-15,28,7,725,340
GES,2021-05-16,35,7,746,334
GES,2021-05-17,54,11,700,319
GES,2021-05-18,43,10,650,297
GES,2021-05-19,43,9,626,285
GES,2021-05-20,31,9,590,270
GES,2021-05-21,33,6,550,247
GES,2021-05-22,34,3,557,240
GES,2021-05-23,29,8,565,242
GES,2021-05-24,14,5,550,239
GES,2021-05-25,18,10,498,232
GES,2021-05-26,31,12,466,233
GES,2021-05-27,32,5,433,223
GES,2021-05-28,26,4,413,207
GES,2021-05-29,32,4,425,205
GES,2021-05-30,15,4,429,200
GES,2021-05-31,36,9,409,196
GES,2021-06-01,24,4,375,188
GES,2021-06-02,24,4,349,180
GES,2021-06-03,25,9,327,175
GES,2021-06-04,13,2,308,164
GES,2021-06-05,21,5,311,164
GES,2021-06-06,17,7,304,166
GES,2021-06-07,27,5,307,153
GES,2021-06-08,8,7,282,151
GES,2021-06-09,22,2,278,144
GES,2021-06-10,19,4,278,138
GES,2021-06-11,20,1,264,132
GES,2021-06-12,14,4,262,134
GES,2021-06-13,12,3,265,134
GES,2021-06-14,14,2,256,128
GES,2021-06-15,17,3,233,119
GES,2021-06-16,14,4,219,112
GES,2021-06-17,5,5,193,110
GES,2021-06-18,8,1,177,106
GES,2021-06-19,11,1,182,102
GES,2021-06-20,10,0,188,99
GES,2021-06-21,9,4,171,92
GES,2021-06-22,9,0,157,91
GES,2021-06-23,13,0,154,85
GES,2021-06-24,3,1,149,79
GES,2021-06-25,1,0,137,77
GES,2021-06-26,6,0,143,74
GES,2021-06-27,5,1,143,69
GES,2021-06-28,4,0,130,66
GES,2021-06-29,2,0,119,64
GES,2021-06-30,2,0,110,56
GES,2021-07-01,3,1,101,55
GES,2021-07-02,5,1,95,53
GES,2021-07-03,2,0,92,53
GES,2021-07-04,0,0,91,52
GES,2021-07-05,4,0,93,50
GES,2021-07-06,1,0,88,46
GES,2021-07-07,4,1,88,45
GES,2021-07-08,1,0,88,42
GES,2021-07-09,4,0,90,42
HDF,2020-03-01,6,1,5,1
HDF,2020-03-02,10,6,8,7
HDF,2020-03-03,10,3,13,10
HDF,2020-03-04,16,6,24,15
HDF,2020-03-05,11,8,22,24
HDF,2020-03-06,10,2,30,25
HDF,2020-03-07,10,5,35,28
HDF,2020-03-08,7,2,39,30
HDF,2020-03-09,23,10,49,38
HDF,2020-03-10,28,5,71,42
HDF,2020-03-11,30,8,92,49
HDF,2020-03-12,21,7,105,53
HDF,2020-03-13,43,7,138,57
HDF,2020-03-14,36,9,163,64
HDF,2020-03-15,49,11,190,75
HDF,2020-03-16,116,19,249,92
HDF,2020-03-17,97,21,290,109
HDF,2020-03-18,80,18,313,122
HDF,2020-03-19,125,34,381,152
HDF,2020-03-20,154,41,454,188
HDF,2020-03-21,119,25,526,200
HDF,2020-03-22,116,29,594,220
HDF,2020-03-23,192,43,693,255
HDF,2020-03-24,203,46,781,292
HDF,2020-03-25,206,48,857,322
HDF,2020-03-26,227,63,956,366
HDF,2020-03-27,268,62,1061,415
HDF,2020-03-28,203,51,1156,447
HDF,2020-03-29,169,52,1222,488
HDF,2020-03-30,266,47,1285,514
HDF,2020-03-31,240,43,1357,529
HDF,2020-04-01,251,59,1399,564
HDF,2020-04-02,228,40,1464,570
HDF,2020-04-03,290,42,1526,576
HDF,2020-04-04,172,33,1572,581
HDF,2020-04-05,127,27,1621,584
HDF,2020-04-06,213,29,1600,569
HDF,2020-04-07,212,28,1583,557
HDF,2020-04-08,184,32,1536,551
HDF,2020-04-09,182,28,1539,541
HDF,2020-04-10,200,14,1499,521
HDF,2020-04-11,123,18,1518,514
HDF,2020-04-12,105,13,1575,512
HDF,2020-04-13,85,11,1584,504
HDF,2020-04-14,157,20,1512,480
HDF,2020-04-15,163,23,1484,462
HDF,2020-04-16,146,17,1475,443
HDF,2020-04-17,136,12,1446,416
HDF,2020-04-18,105,15,1479,414
HDF,2020-04-19,60,9,1497,417
HDF,2020-04-20,108,14,1427,386
HDF,2020-04-21,114,16,1381,374
HDF,2020-04-22,97,16,1320,369
HDF,2020-04-23,93,10,1280,347
HDF,2020-04-24,73,11,1210,336
HDF,2020-04-25,55,10,1215,341
HDF,2020-04-26,46,8,1232,347
HDF,2020-04-27,70,7,1159,312
HDF,2020-04-28,68,5,1114,297
HDF,2020-04-29,71,13,1060,287
HDF,2020-04-30,70,9,1002,264
HDF,2020-05-01,39,5,1010,262
HDF,2020-05-02,34,2,1017,256
HDF,2020-05-03,22,1,1029,251
HDF,2020-05-04,61,8,963,231
HDF,2020-05-05,73,15,921,232
HDF,2020-05-06,49,7,852,226
HDF,2020-05-07,60,7,815,213
HDF,2020-05-08,17,4,804,215
HDF,2020-05-09,29,10,799,223
HDF,2020-05-10,31,4,816,222
HDF,2020-05-11,41,3,772,212
HDF,2020-05-12,40,5,742,199
HDF,2020-05-13,35,3,722,183
HDF,2020-05-14,43,5,705,175
HDF,2020-05-15,48,3,681,167
HDF,2020-05-16,36,3,692,167
HDF,2020-05-17,16,4,689,168
HDF,2020-05-18,43,10,651,161
HDF,2020-05-19,22,5,599,153
HDF,2020-05-20,31,7,544,153
HDF,2020-05-21,21,2,559,152
HDF,2020-05-22,21,0,525,146
HDF,2020-05-23,18,4,528,147
HDF,2020-05-24,12,0,541,142
HDF,2020-05-25,19,2,505,132
HDF,2020-05-26,21,0,473,123
HDF,2020-05-27,18,2,450,116
HDF,2020-05-28,16,0,415,111
HDF,2020-05-29,19,3,391,105
HDF,2020-05-30,9,1,389,104
HDF,2020-05-31,14,2,395,103
HDF,2020-06-01,11,2,393,102
HDF,2020-06-02,9,1,371,95
HDF,2020-06-03,14,3,352,93
HDF,2020-06-04,11,2,333,81
HDF,2020-06-05,17,4,322,78
HDF,2020-06-06,9,2,325,76
HDF,2020-06-07,12,1,333,77
HDF,2020-06-08,5,1,312,72
HDF,2020-06-09,8,2,295,72
HDF,2020-06-10,12,2,285,71
HDF,2020-06-11,10,1,274,67
HDF,2020-06-12,9,2,261,68
HDF,2020-06-13,6,0,265,66
HDF,2020-06-14,7,0,270,66
HDF,2020-06-15,5,1,255,64
HDF,2020-06-16,6,0,251,61
HDF,2020-06-17,5,0,244,58
HDF,2020-06-18,4,2,237,56
HDF,2020-06-19,3,0,224,55
HDF,2020-06-20,11,0,230,55
HDF,2020-06-21,7,1,232,56
HDF,2020-06-22,6,2,219,56
HDF,2020-06-23,8,1,220,52
HDF,2020-06-24,6,1,208,49
HDF,2020-06-25,5,3,192,50
HDF,2020-06-26,6,1,187,48
HDF,2020-06-27,2,0,182,48
HDF,2020-06-28,3,0,186,47
HDF,2020-06-29,3,1,177,45
HDF,2020-06-30,5,0,173,44
HDF,2020-07-01,5,1,172,44
HDF,2020-07-02,7,1,169,43
HDF,2020-07-03,8,2,171,41
HDF,2020-07-04,2,0,169,40
HDF,2020-07-05,3,0,168,41
HDF,2020-07-06,7,1,160,36
HDF,2020-07-07,9,1,158,33
HDF,2020-07-08,7,3,155,33
HDF,2020-07-09,6,0,149,32
HDF,2020-07-10,6,2,147,33
HDF,2020-07-11,4,0,151,33
HDF,2020-07-12,0,0,151,33
HDF,2020-07-13,17,1,161,34
HDF,2020-07-14,3,1,161,35
HDF,2020-07-15,5,0,156,35
HDF,2020-07-16,10,1,155,31
HDF,2020-07-17,3,0,151,28
HDF,2020-07-18,2,0,151,26
HDF,2020-07-19,9,1,156,27
HDF,2020-07-20,6,1,149,25
HDF,2020-07-21,10,1,147,25
HDF,2020-07-22,5,1,143,26
HDF,2020-07-23,8,4,138,30
HDF,2020-07-24,8,4,135,32
HDF,2020-07-25,8,1,138,32
HDF,2020-07-26,7,2,141,34
HDF,2020-07-27,11,2,138,31
HDF,2020-07-28,6,0,133,29
HDF,2020-07-29,8,1,130,31
HDF,2020-07-30,11,3,130,33
HDF,2020-07-31,11,3,127,31
HDF,2020-08-01,8,5,128,36
HDF,2020-08-02,6,1,131,37
HDF,2020-08-03,13,5,131,38
HDF,2020-08-04,9,2,129,37
HDF,2020-08-05,11,2,130,38
HDF,2020-08-06,10,2,129,35
HDF,2020-08-07,12,5,131,39
HDF,2020-08-08,8,3,133,39
HDF,2020-08-09,9,1,143,38
HDF,2020-08-10,14,1,147,36
HDF,2020-08-11,15,6,147,38
HDF,2020-08-12,17,4,147,40
HDF,2020-08-13,11,3,147,39
HDF,2020-08-14,6,1,151,34
HDF,2020-08-15,12,1,156,34
HDF,2020-08-16,12,1,166,34
HDF,2020-08-17,8,1,164,30
HDF,2020-08-18,8,1,160,30
HDF,2020-08-19,7,3,157,29
HDF,2020-08-20,11,1,157,26
HDF,2020-08-21,5,2,153,26
HDF,2020-08-22,7,2,153,26
HDF,2020-08-23,4,3,153,28
HDF,2020-08-24,11,2,148,28
HDF,2020-08-25,5,0,146,26
HDF,2020-08-26,5,0,142,20
HDF,2020-08-27,16,3,141,23
HDF,2020-08-28,12,1,141,22
HDF,2020-08-29,9,1,149,21
HDF,2020-08-30,8,4,150,24
HDF,2020-08-31,14,3,151,24
HDF,2020-09-01,14,2,148,25
HDF,2020-09-02,13,3,147,27
HDF,2020-09-03,11,2,149,26
HDF,2020-09-04,21,2,161,26
HDF,2020-09-05,10,1,165,25
HDF,2020-09-06,7,2,168,27
HDF,2020-09-07,26,3,174,25
HDF,2020-09-08,26,5,178,27
HDF,2020-09-09,22,6,185,33
HDF,2020-09-10,18,2,179,34
HDF,2020-09-11,28,7,193,37
HDF,2020-09-12,22,3,210,36
HDF,2020-09-13,16,4,220,39
HDF,2020-09-14,35,7,238,42
HDF,2020-09-15,28,7,247,44
HDF,2020-09-16,49,9,271,50
HDF,2020-09-17,41,8,276,54
HDF,2020-09-18,34,5,280,53
HDF,2020-09-19,42,7,309,59
HDF,2020-09-20,41,10,334,66
HDF,2020-09-21,45,8,332,63
HDF,2020-09-22,53,14,341,73
HDF,2020-09-23,59,15,359,83
HDF,2020-09-24,58,13,369,90
HDF,2020-09-25,56,9,380,97
HDF,2020-09-26,32,13,389,104
HDF,2020-09-27,39,11,413,112
HDF,2020-09-28,63,17,413,119
HDF,2020-09-29,64,13,439,116
HDF,2020-09-30,62,19,455,125
HDF,2020-10-01,76,12,472,128
HDF,2020-10-02,59,10,469,126
HDF,2020-10-03,48,10,488,130
HDF,2020-10-04,38,9,513,133
HDF,2020-10-05,79,19,526,139
HDF,2020-10-06,96,14,569,134
HDF,2020-10-07,76,10,594,129
HDF,2020-10-08,108,15,633,133
HDF,2020-10-09,98,16,656,132
HDF,2020-10-10,85,13,691,136
HDF,2020-10-11,67,14,730,146
HDF,2020-10-12,138,28,770,155
HDF,2020-10-13,114,22,808,162
HDF,2020-10-14,128,31,829,179
HDF,2020-10-15,114,29,848,191
HDF,2020-10-16,133,28,862,207
HDF,2020-10-17,119,29,932,223
HDF,2020-10-18,96,21,975,236
HDF,2020-10-19,159,32,1010,239
HDF,2020-10-20,187,35,1080,253
HDF,2020-10-21,187,33,1143,259
HDF,2020-10-22,217,40,1219,277
HDF,2020-10-23,218,39,1267,291
HDF,2020-10-24,174,34,1372,310
HDF,2020-10-25,155,34,1455,335
HDF,2020-10-26,215,43,1502,346
HDF,2020-10-27,256,28,1602,347
HDF,2020-10-28,232,36,1649,348
HDF,2020-10-29,245,50,1708,362
HDF,2020-10-30,257,38,1716,382
HDF,2020-10-31,211,43,1787,405
HDF,2020-11-01,193,40,1905,425
HDF,2020-11-02,303,57,1965,442
HDF,2020-11-03,255,48,1973,456
HDF,2020-11-04,295,57,2004,481
HDF,2020-11-05,260,60,1995,510
HDF,2020-11-06,262,48,1961,520
HDF,2020-11-07,191,35,2033,524
HDF,2020-11-08,177,39,2121,542
HDF,2020-11-09,293,56,2125,544
HDF,2020-11-10,230,43,2100,525
HDF,2020-11-11,171,30,2177,535
HDF,2020-11-12,232,44,2141,536
HDF,2020-11-13,234,54,2062,530
HDF,2020-11-14,150,29,2100,527
HDF,2020-11-15,149,26,2179,539
HDF,2020-11-16,207,31,2118,518
HDF,2020-11-17,189,41,2021,520
HDF,2020-11-18,182,27,1978,505
HDF,2020-11-19,148,22,1904,482
HDF,2020-11-20,142,29,1799,462
HDF,2020-11-21,115,18,1821,457
HDF,2020-11-22,96,17,1869,452
HDF,2020-11-23,149,35,1779,434
HDF,2020-11-24,151,12,1720,409
HDF,2020-11-25,142,27,1694,387
HDF,2020-11-26,120,24,1627,379
HDF,2020-11-27,111,21,1531,374
HDF,2020-11-28,102,18,1570,382
HDF,2020-11-29,70,18,1599,387
HDF,2020-11-30,102,16,1512,366
HDF,2020-12-01,129,20,1488,355
HDF,2020-12-02,129,21,1458,346
HDF,2020-12-03,116,10,1429,330
HDF,2020-12-04,127,16,1403,317
HDF,2020-12-05,91,13,1441,309
HDF,2020-12-06,76,14,1478,315
HDF,2020-12-07,126,15,1461,299
HDF,2020-12-08,119,16,1436,294
HDF,2020-12-09,122,25,1399,293
HDF,2020-12-10,103,12,1351,278
HDF,2020-12-11,120,22,1308,270
HDF,2020-12-12,86,8,1346,267
HDF,2020-12-13,60,8,1383,268
HDF,2020-12-14,122,21,1345,265
HDF,2020-12-15,122,12,1345,251
HDF,2020-12-16,105,16,1322,251
HDF,2020-12-17,96,15,1285,245
HDF,2020-12-18,110,17,1253,240
HDF,2020-12-19,78,12,1276,245
HDF,2020-12-20,66,14,1302,252
HDF,2020-12-21,116,14,1276,240
HDF,2020-12-22,110,16,1242,236
HDF,2020-12-23,107,17,1202,226
HDF,2020-12-24,80,11,1142,217
HDF,2020-12-25,59,12,1165,225
HDF,2020-12-26,81,13,1185,231
HDF,2020-12-27,74,10,1219,239
HDF,2020-12-28,100,18,1216,231
HDF,2020-12-29,91,16,1193,220
HDF,2020-12-30,112,17,1193,221
HDF,2020-12-31,95,12,1166,214
HDF,2021-01-01,52,12,1178,222
HDF,2021-01-02,81,13,1226,225
HDF,2021-01-03,63,13,1244,230
HDF,2021-01-04,119,22,1235,230
HDF,2021-01-05,118,11,1222,217
HDF,2021-01-06,103,11,1211,209
HDF,2021-01-07,114,19,1200,216
HDF,2021-01-08,94,14,1155,219
HDF,2021-01-09,91,19,1188,233
HDF,2021-01-10,64,9,1223,233
HDF,2021-01-11,131,14,1210,231
HDF,2021-01-12,123,22,1191,240
HDF,2021-01-13,121,19,1201,241
HDF,2021-01-14,124,13,1214,238
HDF,2021-01-15,129,20,1203,238
HDF,2021-01-16,117,18,1269,248
HDF,2021-01-17,80,18,1307,260
HDF,2021-01-18,127,19,1322,248
HDF,2021-01-19,149,27,1355,253
HDF,2021-01-20,170,26,1383,258
HDF,2021-01-21,140,30,1402,271
HDF,2021-01-22,156,23,1407,268
HDF,2021-01-23,107,27,1439,286
HDF,2021-01-24,103,16,1497,293
HDF,2021-01-25,169,27,1509,290
HDF,2021-01-26,133,29,1499,295
HDF,2021-01-27,136,21,1497,291
HDF,2021-01-28,142,23,1490,288
HDF,2021-01-29,156,23,1478,289
HDF,2021-01-30,112,20,1532,295
HDF,2021-01-31,71,11,1571,292
HDF,2021-02-01,193,35,1579,292
HDF,2021-02-02,131,28,1541,296
HDF,2021-02-03,152,21,1548,297
HDF,2021-02-04,138,15,1554,281
HDF,2021-02-05,143,26,1509,281
HDF,2021-02-06,120,18,1571,280
HDF,2021-02-07,105,24,1639,289
HDF,2021-02-08,162,26,1611,293
HDF,2021-02-09,134,37,1555,310
HDF,2021-02-10,152,23,1543,312
HDF,2021-02-11,151,31,1554,310
HDF,2021-02-12,149,36,1528,317
HDF,2021-02-13,114,22,1585,317
HDF,2021-02-14,100,22,1631,331
HDF,2021-02-15,171,38,1613,325
HDF,2021-02-16,137,38,1565,332
HDF,2021-02-17,155,35,1541,342
HDF,2021-02-18,141,38,1512,350
HDF,2021-02-19,137,24,1479,334
HDF,2021-02-20,142,36,1538,357
HDF,2021-02-21,140,25,1620,368
HDF,2021-02-22,191,41,1605,374
HDF,2021-02-23,213,52,1649,386
HDF,2021-02-24,145,37,1618,395
HDF,2021-02-25,183,35,1621,392
HDF,2021-02-26,173,38,1588,395
HDF,2021-02-27,129,21,1635,389
HDF,2021-02-28,111,33,1676,398
HDF,2021-03-01,164,46,1627,416
HDF,2021-03-02,186,52,1626,423
HDF,2021-03-03,181,37,1624,433
HDF,2021-03-04,162,43,1592,448
HDF,2021-03-05,149,44,1543,460
HDF,2021-03-06,144,42,1591,485
HDF,2021-03-07,101,25,1636,493
HDF,2021-03-08,175,49,1619,509
HDF,2021-03-09,200,40,1619,502
HDF,2021-03-10,182,40,1621,493
HDF,2021-03-11,204,50,1624,512
HDF,2021-03-12,199,42,1604,526
HDF,2021-03-13,175,36,1685,539
HDF,2021-03-14,115,32,1739,546
HDF,2021-03-15,207,50,1745,542
HDF,2021-03-16,197,38,1770,537
HDF,2021-03-17,214,47,1794,541
HDF,2021-03-18,214,55,1793,550
HDF,2021-03-19,260,59,1792,578
HDF,2021-03-20,165,51,1848,601
HDF,2021-03-21,151,28,1920,609
HDF,2021-03-22,202,48,1884,617
HDF,2021-03-23,231,55,1875,618
HDF,2021-03-24,202,53,1871,627
HDF,2021-03-25,224,56,1891,624
HDF,2021-03-26,211,56,1886,636
HDF,2021-03-27,174,49,1948,658
HDF,2021-03-28,134,32,2014,668
HDF,2021-03-29,233,63,1993,678
HDF,2021-03-30,213,48,1976,665
HDF,2021-03-31,204,52,1991,655
HDF,2021-04-01,254,54,1967,670
HDF,2021-04-02,231,64,1918,693
HDF,2021-04-03,179,52,1952,712
HDF,2021-04-04,147,48,2015,726
HDF,2021-04-05,201,52,2124,739
HDF,2021-04-06,229,54,2069,733
HDF,2021-04-07,183,47,1992,731
HDF,2021-04-08,180,54,1938,722
HDF,2021-04-09,238,50,1901,703
HDF,2021-04-10,181,52,1956,722
HDF,2021-04-11,129,33,2016,726
HDF,2021-04-12,184,46,1948,715
HDF,2021-04-13,182,41,1900,713
HDF,2021-04-14,186,50,1873,698
HDF,2021-04-15,164,50,1822,702
HDF,2021-04-16,190,47,1806,693
HDF,2021-04-17,146,38,1848,700
HDF,2021-04-18,125,33,1919,712
HDF,2021-04-19,187,62,1843,716
HDF,2021-04-20,183,43,1812,707
HDF,2021-04-21,181,54,1773,696
HDF,2021-04-22,172,43,1741,684
HDF,2021-04-23,176,47,1706,687
HDF,2021-04-24,129,42,1723,706
HDF,2021-04-25,136,38,1780,723
HDF,2021-04-26,160,37,1745,690
HDF,2021-04-27,165,32,1717,676
HDF,2021-04-28,169,39,1685,668
HDF,2021-04-29,147,35,1657,663
HDF,2021-04-30,134,61,1571,667
HDF,2021-05-01,103,30,1583,672
HDF,2021-05-02,120,26,1651,678
HDF,2021-05-03,128,23,1604,641
HDF,2021-05-04,126,33,1549,618
HDF,2021-05-05,125,34,1503,607
HDF,2021-05-06,115,25,1429,581
HDF,2021-05-07,111,29,1356,558
HDF,2021-05-08,74,24,1368,566
HDF,2021-05-09,70,15,1402,560
HDF,2021-05-10,121,29,1373,557
HDF,2021-05-11,99,20,1311,545
HDF,2021-05-12,75,22,1220,528
HDF,2021-05-13,83,15,1250,522
HDF,2021-05-14,94,22,1202,505
HDF,2021-05-15,74,17,1224,497
HDF,2021-05-16,66,13,1264,495
HDF,2021-05-17,93,17,1217,467
HDF,2021-05-18,85,25,1143,458
HDF,2021-05-19,61,14,1072,439
HDF,2021-05-20,73,27,1041,429
HDF,2021-05-21,64,19,977,414
HDF,2021-05-22,57,24,971,422
HDF,2021-05-23,49,14,983,425
HDF,2021-05-24,63,17,992,424
HDF,2021-05-25,60,19,935,408
HDF,2021-05-26,60,14,894,396
HDF,2021-05-27,50,17,853,383
HDF,2021-05-28,40,10,786,362
HDF,2021-05-29,46,11,784,365
HDF,2021-05-30,23,4,793,362
HDF,2021-05-31,49,14,757,346
HDF,2021-06-01,37,12,698,335
HDF,2021-06-02,57,14,682,333
HDF,2021-06-03,36,11,649,324
HDF,2021-06-04,33,11,614,315
HDF,2021-06-05,24,5,619,309
HDF,2021-06-06,22,6,631,310
HDF,2021-06-07,37,9,612,293
HDF,2021-06-08,28,8,582,281
HDF,2021-06-09,35,7,538,271
HDF,2021-06-10,24,10,496,263
HDF,2021-06-11,31,3,477,254
HDF,2021-06-12,15,2,480,250
HDF,2021-06-13,15,5,486,250
HDF,2021-06-14,16,7,466,238
HDF,2021-06-15,16,3,447,234
HDF,2021-06-16,16,4,432,226
HDF,2021-06-17,10,4,402,214
HDF,2021-06-18,9,3,385,201
HDF,2021-06-19,15,6,383,204
HDF,2021-06-20,12,2,390,204
HDF,2021-06-21,13,4,381,195
HDF,2021-06-22,10,3,373,190
HDF,2021-06-23,11,2,362,182
HDF,2021-06-24,14,4,354,174
HDF,2021-06-25,7,0,343,166
HDF,2021-06-26,11,3,346,169
HDF,2021-06-27,3,0,346,166
HDF,2021-06-28,10,2,340,161
HDF,2021-06-29,6,3,321,157
HDF,2021-06-30,8,1,314,153
HDF,2021-07-01,6,0,310,150
HDF,2021-07-02,6,0,310,145
HDF,2021-07-03,6,1,312,142
HDF,2021-07-04,5,0,313,142
HDF,2021-07-05,6,3,300,140
HDF,2021-07-06,4,0,293,133
HDF,2021-07-07,1,0,288,130
HDF,2021-07-08,7,4,281,132
HDF,2021-07-09,2,2,279,134
IDF,2020-03-01,4,2,2,2
IDF,2020-03-02,18,2,15,4
IDF,2020-03-03,11,1,25,5
IDF,2020-03-04,24,4,45,8
IDF,2020-03-05,13,4,54,12
IDF,2020-03-06,31,6,79,18
IDF,2020-03-07,15,3,91,21
IDF,2020-03-08,22,8,104,29
IDF,2020-03-09,50,15,136,44
IDF,2020-03-10,67,12,186,56
IDF,2020-03-11,69,13,231,69
IDF,2020-03-12,101,24,296,90
IDF,2020-03-13,108,13,367,98
IDF,2020-03-14,293,71,568,168
IDF,2020-03-15,245,65,719,228
IDF,2020-03-16,274,73,857,286
IDF,2020-03-17,436,110,1080,373
IDF,2020-03-18,491,90,1385,435
IDF,2020-03-19,581,154,1682,563
IDF,2020-03-20,767,176,2119,705
IDF,2020-03-21,630,149,2478,818
IDF,2020-03-22,694,172,2852,947
IDF,2020-03-23,1012,252,3353,1134
IDF,2020-03-24,1063,232,3860,1275
IDF,2020-03-25,1214,249,4471,1433
IDF,2020-03-26,1255,272,4972,1627
IDF,2020-03-27,1409,265,5627,1790
IDF,2020-03-28,1105,222,6085,1930
IDF,2020-03-29,1014,198,6499,2065
IDF,2020-03-30,1301,262,6831,2231
IDF,2020-03-31,1279,283,7078,2396
